"Abd","Species","sample"
0.541,"NC_024902.1 Encephalitozoon romaleae SJ-2008 chromosome VII, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NW_008806271.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NC_024904.1 Encephalitozoon romaleae SJ-2008 chromosome X, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NC_024905.1 Encephalitozoon romaleae SJ-2008 chromosome XI, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NC_024899.1 Encephalitozoon romaleae SJ-2008 chromosome IV, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NC_024900.1 Encephalitozoon romaleae SJ-2008 chromosome V, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NC_024897.1 Encephalitozoon romaleae SJ-2008 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.541,"NC_024896.1 Encephalitozoon romaleae SJ-2008 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.452,"CP002627.1 Bacillus amyloliquefaciens TA208, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.377,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.377,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.315,"CP014518.1 Sinomonas atrocyanea strain KCTC 3377, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.263,"CP001140.1 Desulfurococcus kamchatkensis 1221n, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.22,"CP002743.1 Bifidobacterium breve ACS-071-V-Sch8b, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.184,"CP002346.1 Riemerella anatipestifer DSM 15868, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.153,"CP019645.1 Helicobacter bilis strain AAQJH, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.128,"CP004353.1 Corynebacterium vitaeruminis DSM 20294, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.107,"CP011452.2 Altererythrobacter atlanticus strain 26DY36, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.089,"CP019325.1 Achromobacter insolitus strain DSM 23807, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.075,"AP012344.1 Helicobacter cinaedi PAGU611 DNA, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.062,"AM902716.1 Bordetella petrii strain DSM 12804, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.052,"NC_009505.1 Brucella ovis ATCC 25840 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.052,"NC_009504.1 Brucella ovis ATCC 25840 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.044,"CP003984.1 Planktomarina temperata RCA23, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015464.1 Agaricus bisporus var. bisporus H97 chromosome 8 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015465.1 Agaricus bisporus var. bisporus H97 chromosome 9 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015467.1 Agaricus bisporus var. bisporus H97 chromosome 11 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015459.1 Agaricus bisporus var. bisporus H97 chromosome 3 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015466.1 Agaricus bisporus var. bisporus H97 chromosome 10 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015460.1 Agaricus bisporus var. bisporus H97 chromosome 4 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015462.1 Agaricus bisporus var. bisporus H97 chromosome 6, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015461.1 Agaricus bisporus var. bisporus H97 chromosome 5, complete sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015469.1 Agaricus bisporus var. bisporus H97 chromosome 13 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015458.1 Agaricus bisporus var. bisporus H97 chromosome 2 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015457.1 Agaricus bisporus var. bisporus H97 chromosome 1 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015468.1 Agaricus bisporus var. bisporus H97 chromosome 12 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.036,"CP015463.1 Agaricus bisporus var. bisporus H97 chromosome 7 sequence","./00.initial.data/mock.cs/B.2.R.180"
0.03,"CP022528.1 Erythrobacter flavus strain VG1, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.025,"CP002051.1 Staphylothermus hellenicus DSM 12710, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.021,"CP012160.1 Octadecabacter temperatus strain SB1, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.018,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.015,"CP016172.1 Bordetella flabilis strain AU10664, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.012,"CP001688.1 Halomicrobium mukohataei DSM 12286, complete genome","./00.initial.data/mock.cs/B.2.R.180"
0.01,"CP011132.1 Citrobacter amalonaticus Y19, complete genome","./00.initial.data/mock.cs/B.2.R.180"
16.187,"CP002743.1 Bifidobacterium breve ACS-071-V-Sch8b, complete genome","./00.initial.data/mock.cs/B.2.R.30"
13.815,"NC_014644.1 Gardnerella vaginalis ATCC 14019 chromosome, complete genome","./00.initial.data/mock.cs/B.2.R.30"
11.54,"CP001687.1 Halorhabdus utahensis DSM 12940, complete genome","./00.initial.data/mock.cs/B.2.R.30"
9.639,"CP002051.1 Staphylothermus hellenicus DSM 12710, complete genome","./00.initial.data/mock.cs/B.2.R.30"
8.051,"CP011452.2 Altererythrobacter atlanticus strain 26DY36, complete genome","./00.initial.data/mock.cs/B.2.R.30"
6.725,"NC_012966.1 Komagataella phaffii GS115 chromosome 4, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
6.725,"NC_012965.1 Komagataella phaffii GS115 chromosome 3, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
6.725,"NC_012963.1 Komagataella phaffii GS115 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
6.725,"NC_012964.1 Komagataella phaffii GS115 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
5.617,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome","./00.initial.data/mock.cs/B.2.R.30"
4.692,"AY596298.1 Haloarcula marismortui ATCC 43049 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
4.692,"AY596297.1 Haloarcula marismortui ATCC 43049 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
3.919,"NZ_CP009312.1 Lawsonella clevelandensis strain X1036 chromosome, complete genome","./00.initial.data/mock.cs/B.2.R.30"
3.273,"CP001140.1 Desulfurococcus kamchatkensis 1221n, complete genome","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NW_008806273.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NW_008806272.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024898.1 Encephalitozoon romaleae SJ-2008 chromosome III, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024901.1 Encephalitozoon romaleae SJ-2008 chromosome VI, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024903.1 Encephalitozoon romaleae SJ-2008 chromosome VIII, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024902.1 Encephalitozoon romaleae SJ-2008 chromosome VII, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NW_008806271.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024904.1 Encephalitozoon romaleae SJ-2008 chromosome X, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024905.1 Encephalitozoon romaleae SJ-2008 chromosome XI, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024899.1 Encephalitozoon romaleae SJ-2008 chromosome IV, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024900.1 Encephalitozoon romaleae SJ-2008 chromosome V, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024897.1 Encephalitozoon romaleae SJ-2008 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.734,"NC_024896.1 Encephalitozoon romaleae SJ-2008 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
2.284,"CP011132.1 Citrobacter amalonaticus Y19, complete genome","./00.initial.data/mock.cs/B.2.R.30"
1.907,"CP002379.1 Pseudarthrobacter phenanthrenivorans Sphe3, complete genome","./00.initial.data/mock.cs/B.2.R.30"
1.593,"CP003984.1 Planktomarina temperata RCA23, complete genome","./00.initial.data/mock.cs/B.2.R.30"
1.331,"CP014007.1 Kosakonia oryzae strain Ola 51, complete genome","./00.initial.data/mock.cs/B.2.R.30"
1.112,"NC_008687.1 Paracoccus denitrificans PD1222 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
1.112,"NC_008686.1 Paracoccus denitrificans PD1222 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.928,"CP002363.1 Desulfurococcus mucosus DSM 2162, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.776,"NC_021362.1 Bacillus paralicheniformis ATCC 9945a, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.648,"CP022695.1 Citrobacter farmeri strain AUSMDU00008141, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.541,"CP017703.1 Aeribacillus pallidus strain KCTC3564, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.452,"CP003740.1 Octadecabacter antarcticus 307, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.377,"CP002627.1 Bacillus amyloliquefaciens TA208, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.315,"CP001688.1 Halomicrobium mukohataei DSM 12286, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.263,"NC_009505.1 Brucella ovis ATCC 25840 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.263,"NC_009504.1 Brucella ovis ATCC 25840 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.22,"NZ_CP014034.1 Vibrio fluvialis strain ATCC 33809 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.22,"NZ_CP014035.1 Vibrio fluvialis strain ATCC 33809 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.184,"CP011542.1 Corynebacterium mustelae strain DSM 45274, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.153,"AM902716.1 Bordetella petrii strain DSM 12804, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.128,"CP018098.1 Erythrobacter gangjinensis strain CGMCC1.15024 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.128,"CP018097.1 Erythrobacter gangjinensis strain CGMCC1.15024 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.107,"CP016172.1 Bordetella flabilis strain AU10664, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.089,"CP022528.1 Erythrobacter flavus strain VG1, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.075,"CP007456.1 Bifidobacterium kashiwanohense PV20-2, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.062,"CP012160.1 Octadecabacter temperatus strain SB1, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015464.1 Agaricus bisporus var. bisporus H97 chromosome 8 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015465.1 Agaricus bisporus var. bisporus H97 chromosome 9 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015467.1 Agaricus bisporus var. bisporus H97 chromosome 11 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015459.1 Agaricus bisporus var. bisporus H97 chromosome 3 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015466.1 Agaricus bisporus var. bisporus H97 chromosome 10 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015460.1 Agaricus bisporus var. bisporus H97 chromosome 4 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015462.1 Agaricus bisporus var. bisporus H97 chromosome 6, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015461.1 Agaricus bisporus var. bisporus H97 chromosome 5, complete sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015469.1 Agaricus bisporus var. bisporus H97 chromosome 13 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015458.1 Agaricus bisporus var. bisporus H97 chromosome 2 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015457.1 Agaricus bisporus var. bisporus H97 chromosome 1 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015468.1 Agaricus bisporus var. bisporus H97 chromosome 12 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.052,"CP015463.1 Agaricus bisporus var. bisporus H97 chromosome 7 sequence","./00.initial.data/mock.cs/B.2.R.30"
0.044,"CP002346.1 Riemerella anatipestifer DSM 15868, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.036,"AP012344.1 Helicobacter cinaedi PAGU611 DNA, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.03,"CP009928.1 Chryseobacterium gallinarum strain DSM 27622, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.025,"CP014518.1 Sinomonas atrocyanea strain KCTC 3377, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.021,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.021,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.018,"CP018786.1 Chryseobacterium indologenes strain AA5, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.015,"CP019645.1 Helicobacter bilis strain AAQJH, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.012,"CP019325.1 Achromobacter insolitus strain DSM 23807, complete genome","./00.initial.data/mock.cs/B.2.R.30"
0.01,"CP004353.1 Corynebacterium vitaeruminis DSM 20294, complete genome","./00.initial.data/mock.cs/B.2.R.30"
16.187,"NZ_CP009312.1 Lawsonella clevelandensis strain X1036 chromosome, complete genome","./00.initial.data/mock.cs/B.2.R.60"
13.815,"NC_009505.1 Brucella ovis ATCC 25840 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
13.815,"NC_009504.1 Brucella ovis ATCC 25840 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
11.54,"CP001688.1 Halomicrobium mukohataei DSM 12286, complete genome","./00.initial.data/mock.cs/B.2.R.60"
9.639,"AP012344.1 Helicobacter cinaedi PAGU611 DNA, complete genome","./00.initial.data/mock.cs/B.2.R.60"
8.051,"CP003740.1 Octadecabacter antarcticus 307, complete genome","./00.initial.data/mock.cs/B.2.R.60"
6.725,"CP003984.1 Planktomarina temperata RCA23, complete genome","./00.initial.data/mock.cs/B.2.R.60"
5.617,"CP004353.1 Corynebacterium vitaeruminis DSM 20294, complete genome","./00.initial.data/mock.cs/B.2.R.60"
4.692,"CP009928.1 Chryseobacterium gallinarum strain DSM 27622, complete genome","./00.initial.data/mock.cs/B.2.R.60"
3.919,"CP011132.1 Citrobacter amalonaticus Y19, complete genome","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NW_008806273.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NW_008806272.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024898.1 Encephalitozoon romaleae SJ-2008 chromosome III, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024901.1 Encephalitozoon romaleae SJ-2008 chromosome VI, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024903.1 Encephalitozoon romaleae SJ-2008 chromosome VIII, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024902.1 Encephalitozoon romaleae SJ-2008 chromosome VII, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NW_008806271.1 Encephalitozoon romaleae SJ-2008 chromosome IX, partial sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024904.1 Encephalitozoon romaleae SJ-2008 chromosome X, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024905.1 Encephalitozoon romaleae SJ-2008 chromosome XI, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024899.1 Encephalitozoon romaleae SJ-2008 chromosome IV, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024900.1 Encephalitozoon romaleae SJ-2008 chromosome V, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024897.1 Encephalitozoon romaleae SJ-2008 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
3.273,"NC_024896.1 Encephalitozoon romaleae SJ-2008 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
2.734,"CP011542.1 Corynebacterium mustelae strain DSM 45274, complete genome","./00.initial.data/mock.cs/B.2.R.60"
2.284,"CP002346.1 Riemerella anatipestifer DSM 15868, complete genome","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015464.1 Agaricus bisporus var. bisporus H97 chromosome 8 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015465.1 Agaricus bisporus var. bisporus H97 chromosome 9 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015467.1 Agaricus bisporus var. bisporus H97 chromosome 11 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015459.1 Agaricus bisporus var. bisporus H97 chromosome 3 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015466.1 Agaricus bisporus var. bisporus H97 chromosome 10 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015460.1 Agaricus bisporus var. bisporus H97 chromosome 4 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015462.1 Agaricus bisporus var. bisporus H97 chromosome 6, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015461.1 Agaricus bisporus var. bisporus H97 chromosome 5, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015469.1 Agaricus bisporus var. bisporus H97 chromosome 13 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015458.1 Agaricus bisporus var. bisporus H97 chromosome 2 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015457.1 Agaricus bisporus var. bisporus H97 chromosome 1 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015468.1 Agaricus bisporus var. bisporus H97 chromosome 12 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.907,"CP015463.1 Agaricus bisporus var. bisporus H97 chromosome 7 sequence","./00.initial.data/mock.cs/B.2.R.60"
1.593,"CP019325.1 Achromobacter insolitus strain DSM 23807, complete genome","./00.initial.data/mock.cs/B.2.R.60"
1.331,"CP019645.1 Helicobacter bilis strain AAQJH, complete genome","./00.initial.data/mock.cs/B.2.R.60"
1.112,"CP014518.1 Sinomonas atrocyanea strain KCTC 3377, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.928,"NC_008687.1 Paracoccus denitrificans PD1222 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.928,"NC_008686.1 Paracoccus denitrificans PD1222 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.776,"AM902716.1 Bordetella petrii strain DSM 12804, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.648,"NC_014644.1 Gardnerella vaginalis ATCC 14019 chromosome, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.541,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.541,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.452,"NZ_CP014034.1 Vibrio fluvialis strain ATCC 33809 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.452,"NZ_CP014035.1 Vibrio fluvialis strain ATCC 33809 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.377,"AY596298.1 Haloarcula marismortui ATCC 43049 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.377,"AY596297.1 Haloarcula marismortui ATCC 43049 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.315,"NC_012966.1 Komagataella phaffii GS115 chromosome 4, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.315,"NC_012965.1 Komagataella phaffii GS115 chromosome 3, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.315,"NC_012963.1 Komagataella phaffii GS115 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.315,"NC_012964.1 Komagataella phaffii GS115 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.263,"CP001687.1 Halorhabdus utahensis DSM 12940, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.22,"CP018786.1 Chryseobacterium indologenes strain AA5, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.184,"CP012160.1 Octadecabacter temperatus strain SB1, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.153,"NC_021362.1 Bacillus paralicheniformis ATCC 9945a, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.128,"CP002627.1 Bacillus amyloliquefaciens TA208, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.107,"CP002363.1 Desulfurococcus mucosus DSM 2162, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.089,"CP002379.1 Pseudarthrobacter phenanthrenivorans Sphe3, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.075,"CP016172.1 Bordetella flabilis strain AU10664, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.062,"CP014007.1 Kosakonia oryzae strain Ola 51, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.052,"CP002051.1 Staphylothermus hellenicus DSM 12710, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.044,"CP022528.1 Erythrobacter flavus strain VG1, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.036,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.03,"CP001140.1 Desulfurococcus kamchatkensis 1221n, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.025,"CP022695.1 Citrobacter farmeri strain AUSMDU00008141, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.021,"CP007456.1 Bifidobacterium kashiwanohense PV20-2, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.018,"CP017703.1 Aeribacillus pallidus strain KCTC3564, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.015,"CP018098.1 Erythrobacter gangjinensis strain CGMCC1.15024 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.015,"CP018097.1 Erythrobacter gangjinensis strain CGMCC1.15024 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.R.60"
0.012,"CP002743.1 Bifidobacterium breve ACS-071-V-Sch8b, complete genome","./00.initial.data/mock.cs/B.2.R.60"
0.01,"CP011452.2 Altererythrobacter atlanticus strain 26DY36, complete genome","./00.initial.data/mock.cs/B.2.R.60"
16.187,"CP004353.1 Corynebacterium vitaeruminis DSM 20294, complete genome","./00.initial.data/mock.cs/B.2.V.60"
13.815,"CP011542.1 Corynebacterium mustelae strain DSM 45274, complete genome","./00.initial.data/mock.cs/B.2.V.60"
11.54,"CP001140.1 Desulfurococcus kamchatkensis 1221n, complete genome","./00.initial.data/mock.cs/B.2.V.60"
9.639,"CP002363.1 Desulfurococcus mucosus DSM 2162, complete genome","./00.initial.data/mock.cs/B.2.V.60"
8.051,"NZ_CP009312.1 Lawsonella clevelandensis strain X1036 chromosome, complete genome","./00.initial.data/mock.cs/B.2.V.60"
6.725,"CP002051.1 Staphylothermus hellenicus DSM 12710, complete genome","./00.initial.data/mock.cs/B.2.V.60"
5.617,"NZ_CP014034.1 Vibrio fluvialis strain ATCC 33809 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.V.60"
5.617,"NZ_CP014035.1 Vibrio fluvialis strain ATCC 33809 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.V.60"
4.692,"NC_009505.1 Brucella ovis ATCC 25840 chromosome I, complete sequence","./00.initial.data/mock.cs/B.2.V.60"
4.692,"NC_009504.1 Brucella ovis ATCC 25840 chromosome II, complete sequence","./00.initial.data/mock.cs/B.2.V.60"
3.919,"CP003740.1 Octadecabacter antarcticus 307, complete genome","./00.initial.data/mock.cs/B.2.V.60"
3.273,"CP012160.1 Octadecabacter temperatus strain SB1, complete genome","./00.initial.data/mock.cs/B.2.V.60"
2.734,"NC_008687.1 Paracoccus denitrificans PD1222 chromosome 2, complete sequence","./00.initial.data/mock.cs/B.2.V.60"
2.734,"NC_008686.1 Paracoccus denitrificans PD1222 chromosome 1, complete sequence","./00.initial.data/mock.cs/B.2.V.60"
2.284,"CP003984.1 Planktomarina temperata RCA23, complete genome","./00.initial.data/mock.cs/B.2.V.60"
1.907,"CP018786.1 Chryseobacterium indologenes strain AA5, complete genome","./00.initial.data/mock.cs/B.2.V.60"
1.593,"CP009928.1 Chryseobacterium gallinarum strain DSM 27622, complete genome","./00.initial.data/mock.cs/B.2.V.60"
1.331,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.V.60"
1.331,"NZ_CP013747.1 Pseudarthrobacter sulfonivorans strain Ar51, complete genome","./00.initial.data/mock.cs/B.2.V.60"
1.112,"CP002379.1 Pseudarthrobacter phenanthrenivorans Sphe3, complete genome","./00.initial.data/mock.cs/B.2.V.60"
0.928,"CP002346.1 Riemerella anatipestifer DSM 15868, complete genome","./00.initial.data/mock.cs/B.2.V.60"
0.776,"CP014518.1 Sinomonas atrocyanea strain KCTC 3377, complete genome","./00.initial.data/mock.cs/B.2.V.60"
0.648,"CP015464.1 Agaricus bisporus var. bisporus H97 chromosome 8 sequence","./00.initial.data/mock.cs/B.2.V.60"
0.648,"CP015465.1 Agaricus bisporus var. bisporus H97 chromosome 9 sequence","./00.initial.data/mock.cs/B.2.V.60"
0.648,"CP015467.1 Agaricus bisporus var. bisporus H97 chromosome 11 sequence","./00.initial.data/mock.cs/B.2.V.60"
0.648,"CP015459.1 Agaricus bisporus var. bisporus H97 chromosome 3 sequence","./00.initial.data/mock.cs/B.2.V.60"
0.648,"CP015466.1 Agaricus bisporus var. bisporus H97 chromosome 10 sequence","./00.initial.data/mock.cs/B.2.V.60"
